sku,asin,product_description,price
LG PC PN DE 3 14D GH VS1VS2 18 S,B0H2J8FK7J,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 3 Carat",1515.98
LG PC PN DE 3 PLT GH VS1VS2 18 S,B0H2J59PDS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 3 Carat",1767.8
LG PC PN DE 4 14P GH VS1VS2 18 S,B0H2J5CM2V,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 4 Carat",2008.04
LG PC PN DE 4 14K GH VS1VS2 18 S,B0H2J6XHF8,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 4 Carat",1985.12
LG PC PN DE 4 14D GH VS1VS2 18 S,B0H2JB1TNN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 4 Carat",1985.12
LG PC PN DE 4 PLT GH VS1VS2 18 S,B0H2J422XK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 4 Carat",2328.82
LG PC PN DE 5 14P GH VS1VS2 18 S,B0H2J4X2J9,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 5 Carat",2166.4
LG PC PN DE 5 14K GH VS1VS2 18 S,B0H2J7YDBB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 5 Carat",2256.08
LG PC PN DE 5 14D GH VS1VS2 18 S,B0H2J8QHGS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 5 Carat",2144.62
LG PC PN DE 5 PLT GH VS1VS2 18 S,B0H2HXX19Q,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 5 Carat",2599.78
LG PC PN DE 5 14P GH VS1VS2 18 S 6Ct,B0H2JBHYM5,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 6 Carat",3004.92
LG PC PN DE 5 14K GH VS1VS2 18 S 6Ct,B0H2J71GYJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 6 Carat",3004.92
LG PC PN DE 5 14D GH VS1VS2 18 S 6Ct,B0H2JD4VVJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 6 Carat",3004.92
LG PC PN DE 5 PLT GH VS1VS2 18 S 6Ct,B0H2J75FMN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 6 Carat",3514.92
LG PC PN DE 5 14P GH VS1VS2 18 S 7Ct,B0H2J7B18Q,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 7 Carat",4105.42
LG PC PN DE 5 14K GH VS1VS2 18 S 7Ct,B0H2J59S9F,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 7 Carat",4105.42
LG PC PN DE 5 14D GH VS1VS2 18 S 7Ct,B0H2J41CYD,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 7 Carat",4105.42
LG PC PN DE 5 PLT GH VS1VS2 18 S 7Ct,B0H2J81D9V,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 7 Carat",4615.42
LG PC PN DE 5 14P GH VS1VS2 18 S 8Ct,B0H2J5S6LM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 8 Carat",4756.46
LG PC PN DE 5 14K GH VS1VS2 18 S 8Ct,B0H2J36QCR,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 8 Carat",4756.46
LG PC PN DE 5 14D GH VS1VS2 18 S 8Ct,B0H2J5491S,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 8 Carat",4756.46
LG PC PN DE 5 PLT GH VS1VS2 18 S 8Ct,B0H2JCKLBK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 8 Carat",5266.46
LG PC PN DE 5 14P GH VS1VS2 18 S 9Ct,B0H2J1P74Z,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 9 Carat",5537.5
LG PC PN DE 5 14K GH VS1VS2 18 S 9Ct,B0H2J7MLX3,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 9 Carat",5537.5
LG PC PN DE 5 14D GH VS1VS2 18 S 9Ct,B0H2JBML91,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 9 Carat",5537.5
LG PC PN DE 5 PLT GH VS1VS2 18 S 9Ct,B0H2J1JM5F,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 9 Carat",6047.5
LG PC PN DE 5 14P GH VS1VS2 18 S 10Ct,B0H2J6H89B,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 18"" Silver Chain 10 Carat",6640.2
LG PC PN DE 5 14K GH VS1VS2 18 S 10Ct,B0H2J9GTSF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 18"" Silver Chain 10 Carat",6640.2
LG PC PN DE 5 14D GH VS1VS2 18 S 10Ct,B0H2JCZCQC,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 18"" Silver Chain 10 Carat",6640.2
LG PC PN DE 5 PLT GH VS1VS2 18 S 10Ct,B0H2J8JR8C,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 18"" Silver Chain 10 Carat",7150.2
LG PC PN DE 0.5 14P GH VS1VS2 20 G,B0H2J7B71G,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 0.5 Carat",555.65
LG PC PN 0.5 14K GH VS1VS2 20 G,B0CJJY38V9,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 0.5 Carat",532.74
LG PC PN 0.5 14D GH VS1VS2 20 G,B0CJJWYFCJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 0.5 Carat",532.74
LG PC PN DE 0.5 PLT GH VS1VS2 20 G,B0H2J37D4S,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 0.5 Carat",876.44
LG PC PN DE 0.75 14P GH VS1VS2 20 G,B0H2JKBPRB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 0.75 Carat",743.43
LG PC PN DE 0.75 14K GH VS1VS2 20 G,B0H2J99TFC,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 0.75 Carat",720.51
LG PC PN DE 0.75 14D GH VS1VS2 20 G,B0H2J7W9JX,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 0.75 Carat",720.51
LG PC PN DE 0.75 PLT GH VS1VS2 20 G,B0H2J78ZCM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 0.75 Carat",1064.21
LG PC PN DE 1 14P GH VS1VS2 20 G,B0H2J8SH6J,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 1 Carat",800.82
LG PC PN 1 14K GH VS1VS2 20 G,B0CJJX2JFH,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 1 Carat",800.82
LG PC PN 1 14D GH VS1VS2 20 G,B0CJK1MNG6,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 1 Carat",800.82
LG PC PN DE 1 PLT GH VS1VS2 20 G,B0H2J4M9JJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 1 Carat",1144.52
LG PC PN DE 1 SS GH VS1VS2 20 G,B0H2JDNM59,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Sterling Silver 20"" Gold Chain 1 Carat",389.0
LG PC PN DE 1.5 14P GH VS1VS2 20 G,B0H2J7NFT1,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 1.5 Carat",938.3
LG PC PN DE 1.5 14K GH VS1VS2 20 G,B0H2J56KXQ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 1.5 Carat",938.3
LG PC PN DE 1.5 14D GH VS1VS2 20 G,B0H2J5S6LZ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 1.5 Carat",938.3
LG PC PN DE 1.5 PLT GH VS1VS2 20 G,B0H2JBZPS8,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 1.5 Carat",1282.0
LG PC PN DE 2 14P GH VS1VS2 20 G,B0H2J7551R,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 2 Carat",1167.43
LG PC PN DE 2 14K GH VS1VS2 20 G,B0H2JDJ6BC,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 2 Carat",1167.43
LG PC PN DE 2 14D GH VS1VS2 20 G,B0H2JBYT2G,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 2 Carat",1167.43
LG PC PN DE 2 PLT GH VS1VS2 20 G,B0H2J7MHNK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 2 Carat",1511.13
LG PC PN DE 3 14P GH VS1VS2 20 G,B0H2JGNBBL,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 3 Carat",1619.09
LG PC PN DE 3 14K GH VS1VS2 20 G,B0H2J5D6YF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 3 Carat",1619.09
LG PC PN DE 3 14D GH VS1VS2 20 G,B0H2J9LQ7J,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 3 Carat",1619.09
LG PC PN DE 3 PLT GH VS1VS2 20 G-BB1,B0H2J7NW4K,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 3 Carat",1962.79
LG PC PN DE 4 14P GH VS1VS2 20 G,B0H2J9MM1Z,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 4 Carat",2088.24
LG PC PN DE 4 14K GH VS1VS2 20 G-BB1,B0H2J56VYM,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 4 Carat",2065.33
LG PC PN DE 4 14D GH VS1VS2 20 G,B0H2J61MX9,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 4 Carat",2065.33
LG PC PN DE 4 PLT GH VS1VS2 20 G,B0H2J6LL9J,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 4 Carat",2409.03
LG PC PN 5 14P GH VS1VS2 20 G,B0CJJXQ13L,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 5 Carat",2359.19
LG PC PN DE 5 14K GH VS1VS2 20 G,B0H2JGMH54,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 5 Carat",2336.27
LG PC PN DE 5 14D GH VS1VS2 20 G,B0H2J5B29W,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 5 Carat",2336.27
LG PC PN DE 5 PLT GH VS1VS2 20 G,B0H2HZYTD3,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 5 Carat",2679.97
LG PC PN DE 5 14P GH VS1VS2 20 G 6Ct,B0H2J59PDG,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 6 Carat",3096.72
LG PC PN DE 5 14K GH VS1VS2 20 G 6Ct,B0H2J8JXNG,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 6 Carat",3096.72
LG PC PN DE 5 14D GH VS1VS2 20 G 6Ct,B0H2J7SLVB,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 6 Carat",3096.72
LG PC PN DE 5 PLT GH VS1VS2 20 G 6Ct,B0H2JBSB9Q,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 6 Carat",3606.72
LG PC PN DE 5 14P GH VS1VS2 20 G 7Ct,B0H2J87BZN,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 7 Carat",4197.22
LG PC PN DE 5 14K GH VS1VS2 20 G 7Ct,B0H2J3N8N6,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 7 Carat",4197.22
LG PC PN DE 5 14D GH VS1VS2 20 G 7Ct,B0H2J4RFM5,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 7 Carat",4227.82
LG PC PN DE 5 PLT GH VS1VS2 20 G 7Ct,B0H2J212S4,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 7 Carat",4707.22
LG PC PN DE 5 14P GH VS1VS2 20 G 8Ct,B0H2J6967M,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 8 Carat",4848.26
LG PC PN DE 5 14K GH VS1VS2 20 G 8Ct,B0H2J6SYV5,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 8 Carat",4848.26
LG PC PN DE 5 14D GH VS1VS2 20 G 8Ct,B0H2J1SN99,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 8 Carat",4848.26
LG PC PN DE 5 PLT GH VS1VS2 20 G 8Ct,B0H2J6967K,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 8 Carat",5358.26
LG PC PN DE 5 14P GH VS1VS2 20 G 9Ct,B0H2JB5DW5,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 9 Carat",5629.3
LG PC PN DE 5 14K GH VS1VS2 20 G 9Ct,B0H2J6ZJ6X,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 9 Carat",5629.3
LG PC PN DE 5 14D GH VS1VS2 20 G 9Ct,B0H2JDKPK1,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 9 Carat",5629.3
LG PC PN DE 5 PLT GH VS1VS2 20 G 9Ct,B0H2J9DT1B,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 9 Carat",6139.3
LG PC PN DE 5 14P GH VS1VS2 20 G 10Ct,B0H2J1P74Y,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Gold Chain 10 Carat",6732.0
LG PC PN DE 5 14K GH VS1VS2 20 G 10Ct,B0H2JDNM5G,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Gold Chain 10 Carat",6732.0
LG PC PN DE 5 14D GH VS1VS2 20 G 10Ct,B0H2J5491J,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Gold Chain 10 Carat",6732.0
LG PC PN DE 5 PLT GH VS1VS2 20 G 10Ct,B0H2J5K36Y,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Gold Chain 10 Carat",7242.0
LG PC PN DE 0.5 14P GH VS1VS2 20 S,B0H2J3H2YS,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 0.5 Carat",498.36
LG PC PN DE 0.5 14K GH VS1VS2 20 S,B0H2J3QMDJ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 0.5 Carat",475.45
LG PC PN 0.5 14D GH VS1VS2 20 S,B0CJJXXLRH,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 0.5 Carat",475.45
LG PC PN DE 0.5 PLT GH VS1VS2 20 S,B0H2J87TVR,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 0.5 Carat",819.15
LG PC PN DE 0.75 14P GH VS1VS2 20 S,B0H2J8P1LG,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 0.75 Carat",686.14
LG PC PN DE 0.75 14K GH VS1VS2 20 S,B0H2JBZPSF,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 0.75 Carat",663.22
LG PC PN DE 0.75 14D GH VS1VS2 20 S,B0H2J1S9DK,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Yellow Gold 20"" Silver Chain 0.75 Carat",663.22
LG PC PN DE 0.75 PLT GH VS1VS2 20 S,B0H2JDGR2P,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) Platinum 20"" Silver Chain 0.75 Carat",1006.92
LG PC PN DE 1 14P GH VS1VS2 20 S,B0H2JJLX9G,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K Rose Gold 20"" Silver Chain 1 Carat",697.71
LG PC PN DE 1 14K GH VS1VS2 20 S,B0H2J2KYYQ,"Houston Diamond District 0.5 to 10 Carat IGI Certified LAB-GROWN Cross Diamond Pendant Necklace 4 Prong Value Collection (G-H Color VS1-VS2 Clarity) 14K White Gold 20"" Silver Chain 1 Carat",697.71
